age,anciennete_mois,montant_mensuel,nombre_services,appels_support,score_satisfaction,type_contrat,contrat_mensuel,contrat_un_an,contrat_deux_ans,churn
21,66,80.60252011747637,4,1,3,mensuel,1,0,0,0
29,68,66.68116871673871,1,1,1,mensuel,1,0,0,0
62,33,71.25124346915486,2,1,2,mensuel,1,0,0,0
19,36,73.14210830892135,1,1,3,un_an,0,1,0,0
44,19,73.73487081566964,5,3,4,un_an,0,1,0,0
48,28,60.20003564706886,1,0,7,un_an,0,1,0,0
68,40,57.113454015296504,2,3,6,mensuel,1,0,0,0
68,15,61.962932765470136,3,2,8,deux_ans,0,0,1,0
53,41,42.20616589905585,1,1,9,un_an,0,1,0,0
53,39,79.3654881394892,4,3,6,mensuel,1,0,0,0
43,2,48.96589914702055,3,1,7,un_an,0,1,0,0
60,63,43.80099842030567,4,2,4,un_an,0,1,0,0
44,29,64.71291066871703,4,1,2,un_an,0,1,0,0
22,66,62.397547406202264,4,0,9,mensuel,1,0,0,0
37,51,69.99268951577977,1,1,9,mensuel,1,0,0,0
28,10,53.63589261207181,5,1,4,deux_ans,0,0,1,0
27,14,57.14914883538053,3,0,3,mensuel,1,0,0,1
57,51,78.84239010176981,2,1,10,un_an,0,1,0,0
55,39,77.62434400990388,5,1,6,un_an,0,1,0,0
23,28,76.79050092353356,1,3,3,un_an,0,1,0,0
25,3,65.67935224702964,4,1,1,mensuel,1,0,0,0
40,70,68.3784524666455,2,1,4,un_an,0,1,0,0
64,27,69.60877775421007,3,1,1,mensuel,1,0,0,0
43,2,51.87916520382047,5,1,2,un_an,0,1,0,0
63,38,94.48093200292202,5,1,3,un_an,0,1,0,0
60,3,91.63176064975399,2,3,8,mensuel,1,0,0,1
29,16,80.88491182001934,1,3,10,un_an,0,1,0,1
43,40,56.48276827196805,3,1,4,mensuel,1,0,0,0
30,2,75.78288235900301,2,2,4,mensuel,1,0,0,0
57,41,84.56739875539543,4,2,10,mensuel,1,0,0,0
35,12,40.53606196557713,3,5,9,mensuel,1,0,0,0
42,35,98.89023523396995,5,2,7,mensuel,1,0,0,0
50,65,30.212247776884098,2,2,2,mensuel,1,0,0,0
64,55,79.0921163941815,5,2,3,un_an,0,1,0,1
57,45,94.06564612504938,5,2,4,un_an,0,1,0,0
60,62,62.73873071945938,5,4,4,un_an,0,1,0,0
29,49,61.99071200353853,1,1,10,mensuel,1,0,0,1
61,25,78.35321585293846,5,1,8,deux_ans,0,0,1,0
53,23,102.03763783867744,4,0,10,un_an,0,1,0,0
65,24,59.37864724117268,4,6,10,mensuel,1,0,0,0
21,38,49.380896162681104,3,0,6,un_an,0,1,0,0
22,28,56.52449088784015,5,3,3,mensuel,1,0,0,0
73,21,33.949720154275596,5,1,9,un_an,0,1,0,0
54,54,82.95515797430312,2,1,10,mensuel,1,0,0,0
25,18,54.718338945722806,1,0,8,mensuel,1,0,0,0
59,36,60.83321691868889,3,1,9,deux_ans,0,0,1,0
66,45,83.19242262838013,5,1,5,mensuel,1,0,0,0
45,53,57.46179351180302,2,1,3,mensuel,1,0,0,1
48,30,80.18180790776793,1,2,4,deux_ans,0,0,1,0
26,60,44.23822992367427,3,3,5,deux_ans,0,0,1,0
71,32,84.17438856647996,3,0,9,un_an,0,1,0,0
68,67,71.8381004253094,5,2,9,mensuel,1,0,0,0
46,67,63.228419383606635,3,2,3,mensuel,1,0,0,0
31,28,67.61786975887591,2,2,7,un_an,0,1,0,0
57,44,39.26477410694527,3,1,6,mensuel,1,0,0,0
58,41,67.16001487893939,4,1,4,mensuel,1,0,0,0
39,63,62.16660429286792,2,0,5,mensuel,1,0,0,0
28,23,39.81134779124873,1,3,10,mensuel,1,0,0,0
40,48,51.57849146186912,1,1,2,mensuel,1,0,0,0
18,32,62.415094840949635,5,1,7,mensuel,1,0,0,0
63,57,52.854156301043176,5,4,4,mensuel,1,0,0,0
54,33,20.0,4,2,2,mensuel,1,0,0,0
38,24,86.52775079217733,1,6,6,mensuel,1,0,0,0
43,39,62.15820249820669,1,1,2,mensuel,1,0,0,0
63,34,20.0,1,1,10,un_an,0,1,0,0
53,56,107.6992587935879,1,2,2,un_an,0,1,0,0
71,28,89.82784662626378,3,2,7,mensuel,1,0,0,0
40,37,58.0203589786333,2,1,1,mensuel,1,0,0,0
74,7,48.15005017266598,2,2,7,mensuel,1,0,0,0
18,68,73.06382421521045,4,3,10,mensuel,1,0,0,0
71,37,69.04653629768282,3,2,5,mensuel,1,0,0,0
72,56,75.84179849600747,1,0,1,mensuel,1,0,0,0
68,65,48.20759453489903,1,1,6,un_an,0,1,0,0
57,65,86.95544041943266,5,1,7,un_an,0,1,0,0
32,47,55.53075753648901,5,1,1,mensuel,1,0,0,0
38,20,78.61531497311134,4,0,9,mensuel,1,0,0,0
64,19,49.061214790859516,1,1,7,un_an,0,1,0,0
26,29,117.96287971506973,4,2,1,mensuel,1,0,0,1
70,60,78.91046697930517,3,1,3,un_an,0,1,0,0
26,18,122.68464553147294,2,1,5,mensuel,1,0,0,0
27,35,81.55203952652093,1,1,4,un_an,0,1,0,0
69,43,53.77071286262632,3,2,2,deux_ans,0,0,1,0
74,11,81.58761587178392,1,0,1,deux_ans,0,0,1,0
70,49,83.01155636386433,5,0,4,mensuel,1,0,0,0
43,38,72.46648288995524,4,0,7,mensuel,1,0,0,0
58,64,77.60784944064113,5,2,4,mensuel,1,0,0,0
52,69,80.23454258815352,2,1,9,deux_ans,0,0,1,0
69,8,45.12637978468517,5,2,8,mensuel,1,0,0,0
42,34,43.702831905400956,1,0,8,mensuel,1,0,0,0
43,48,49.11566002771133,5,1,5,mensuel,1,0,0,1
28,56,67.5508478874102,1,2,1,mensuel,1,0,0,0
55,65,60.536576570531594,2,3,9,mensuel,1,0,0,0
19,31,45.48858868154103,5,3,2,un_an,0,1,0,1
24,4,80.50628421039293,4,2,6,mensuel,1,0,0,0
35,50,70.66089640272959,4,0,10,mensuel,1,0,0,0
44,69,68.37857982741708,4,1,5,deux_ans,0,0,1,0
51,30,59.84021389652129,5,3,10,un_an,0,1,0,0
44,59,57.43543795268854,5,2,8,un_an,0,1,0,0
34,67,48.17337676382047,5,0,3,mensuel,1,0,0,0
60,45,83.67480585074676,1,2,6,un_an,0,1,0,0
61,4,50.930142366936266,2,4,6,mensuel,1,0,0,0
68,26,69.18780933385634,4,3,10,mensuel,1,0,0,0
71,27,98.24020792544067,1,1,3,mensuel,1,0,0,0
41,46,58.35484510621299,4,3,7,mensuel,1,0,0,1
42,64,84.21404281438389,1,0,4,mensuel,1,0,0,0
24,51,76.37418032071346,5,3,5,deux_ans,0,0,1,0
69,50,71.22935126522107,4,1,9,mensuel,1,0,0,0
23,6,73.60696883809506,5,1,6,mensuel,1,0,0,0
70,59,63.10186861458139,4,4,10,mensuel,1,0,0,0
41,15,65.69551937586881,3,2,4,mensuel,1,0,0,1
50,30,54.03772103548551,1,5,8,un_an,0,1,0,1
66,42,65.82914242268178,3,3,9,mensuel,1,0,0,0
46,37,53.29548008433006,1,2,10,un_an,0,1,0,0
60,42,85.11310186153194,2,0,5,mensuel,1,0,0,0
39,35,31.01005142643112,4,2,2,un_an,0,1,0,0
43,6,74.62106582250965,2,2,6,un_an,0,1,0,1
45,68,71.7317340284456,2,1,8,deux_ans,0,0,1,0
67,18,69.92031928352067,1,3,5,un_an,0,1,0,0
38,29,85.48997897730973,3,1,1,un_an,0,1,0,0
66,59,59.27752819914105,5,0,8,mensuel,1,0,0,0
24,47,70.108676891441,1,3,9,mensuel,1,0,0,0
34,17,30.669162236270942,5,4,1,un_an,0,1,0,1
37,22,56.69366235729554,2,1,8,deux_ans,0,0,1,0
58,68,82.11472862350448,5,1,10,mensuel,1,0,0,1
66,69,38.21676528927036,3,3,2,mensuel,1,0,0,0
37,37,68.1948673410149,1,0,4,un_an,0,1,0,1
71,49,51.44965856232406,3,1,2,mensuel,1,0,0,0
39,13,62.7802605645653,3,5,2,mensuel,1,0,0,0
45,34,52.64645022476806,1,0,10,mensuel,1,0,0,0
57,53,40.05608791413139,3,2,3,un_an,0,1,0,0
66,51,72.72006629919602,4,0,8,deux_ans,0,0,1,0
24,3,64.00806475950507,4,1,4,mensuel,1,0,0,0
18,42,77.25258239374398,4,4,7,mensuel,1,0,0,0
49,32,80.88875815997721,5,4,10,mensuel,1,0,0,0
30,51,89.5051747417803,3,0,3,mensuel,1,0,0,0
47,46,67.6697349088533,1,7,10,un_an,0,1,0,0
40,21,90.37242049206417,1,2,3,mensuel,1,0,0,1
68,44,45.48450985218091,5,2,2,mensuel,1,0,0,0
73,11,83.17919658456262,1,1,6,un_an,0,1,0,1
36,68,74.18780832655708,4,3,6,un_an,0,1,0,0
49,1,69.66185305029575,3,0,1,mensuel,1,0,0,1
47,63,73.89464468326234,1,1,7,mensuel,1,0,0,0
46,24,45.785222433290755,1,0,4,deux_ans,0,0,1,0
66,13,41.06506380149955,2,1,3,mensuel,1,0,0,1
62,11,99.19656372153997,2,0,8,un_an,0,1,0,0
46,51,61.625556436054595,2,0,2,mensuel,1,0,0,0
47,17,61.34013156386599,3,0,9,un_an,0,1,0,0
33,24,42.95381051517417,4,3,8,un_an,0,1,0,1
57,19,35.36443389006326,4,1,8,un_an,0,1,0,0
36,37,63.23362242375436,4,2,3,deux_ans,0,0,1,0
35,8,58.16824156982544,3,1,4,deux_ans,0,0,1,0
18,28,65.03468713484902,3,1,2,un_an,0,1,0,0
31,5,66.7430788076435,2,1,2,mensuel,1,0,0,0
68,17,114.78922162521387,1,1,4,mensuel,1,0,0,1
64,36,58.22840038522091,5,1,6,un_an,0,1,0,0
67,19,96.59880215886893,5,5,5,un_an,0,1,0,0
19,64,97.84048430089891,1,0,1,mensuel,1,0,0,0
71,11,80.07248570543969,2,1,10,mensuel,1,0,0,0
45,54,60.297473349017764,1,1,1,un_an,0,1,0,0
66,45,37.770553277345414,1,2,6,mensuel,1,0,0,0
67,47,74.55887754667813,5,1,3,mensuel,1,0,0,0
47,12,85.37624159401888,2,1,3,un_an,0,1,0,0
55,21,99.95374928565968,3,3,7,un_an,0,1,0,0
68,11,46.00084091506436,5,1,1,mensuel,1,0,0,0
21,5,60.12947221629465,3,0,1,mensuel,1,0,0,0
18,56,46.12270819154306,2,1,10,mensuel,1,0,0,0
25,20,52.33044015126155,1,1,3,mensuel,1,0,0,1
46,41,78.28775068471253,4,3,8,un_an,0,1,0,0
72,46,51.413904612685286,4,1,1,mensuel,1,0,0,0
56,12,48.514576453659814,2,2,10,mensuel,1,0,0,0
20,70,80.93991727444549,4,2,4,mensuel,1,0,0,0
49,17,74.01477580087094,3,0,9,mensuel,1,0,0,1
27,19,72.00022395870349,4,2,4,deux_ans,0,0,1,0
27,26,51.94225283601868,2,0,10,mensuel,1,0,0,0
36,48,90.86046556429403,2,0,8,deux_ans,0,0,1,0
63,52,65.28980394639582,3,1,7,un_an,0,1,0,0
51,70,112.60380277509539,4,2,3,mensuel,1,0,0,0
50,55,68.22332338940089,4,3,7,un_an,0,1,0,0
40,33,20.0,1,2,7,mensuel,1,0,0,0
72,62,20.0,5,1,10,un_an,0,1,0,0
45,23,77.47899883690937,2,1,3,mensuel,1,0,0,0
49,15,91.00988304661611,1,2,2,un_an,0,1,0,0
67,27,49.32343740152301,2,0,9,mensuel,1,0,0,0
24,64,107.01957545554302,1,2,1,un_an,0,1,0,1
46,51,98.25997873988206,5,3,7,mensuel,1,0,0,0
25,53,69.21093526882296,1,2,4,deux_ans,0,0,1,0
18,51,75.78907884712262,2,2,2,mensuel,1,0,0,0
74,47,82.89060434777033,4,0,2,un_an,0,1,0,0
72,4,102.79989794641031,2,0,8,mensuel,1,0,0,1
20,7,78.64271933491162,3,2,7,mensuel,1,0,0,0
41,35,68.75863304542298,3,0,7,un_an,0,1,0,0
40,48,78.44602395173298,3,5,5,deux_ans,0,0,1,0
25,45,75.74720562898452,3,0,10,mensuel,1,0,0,0
71,19,83.48820374549987,5,0,8,deux_ans,0,0,1,0
74,63,33.59953413840927,4,2,2,un_an,0,1,0,0
64,38,71.3170689989491,4,2,2,un_an,0,1,0,0
54,67,74.20881015159472,2,0,5,mensuel,1,0,0,0
20,59,63.54305665895656,1,1,1,mensuel,1,0,0,0
68,69,80.68332888435117,2,2,6,deux_ans,0,0,1,0
50,13,103.42335241138082,2,2,4,mensuel,1,0,0,0
45,47,67.7643426220888,2,2,6,mensuel,1,0,0,1
64,61,78.8344216141538,2,1,7,mensuel,1,0,0,0
25,31,97.12529520903107,4,4,3,mensuel,1,0,0,0
51,22,68.23129011883711,1,4,8,un_an,0,1,0,0
52,43,47.23073595282382,2,0,7,un_an,0,1,0,0
49,67,77.31557698175848,4,1,1,un_an,0,1,0,0
41,54,20.96667726403848,2,0,6,mensuel,1,0,0,0
31,10,20.0,3,1,7,mensuel,1,0,0,0
49,42,71.66024094232516,2,2,4,mensuel,1,0,0,1
73,64,20.0,2,3,2,mensuel,1,0,0,0
63,21,38.696645151436186,5,0,10,deux_ans,0,0,1,0
60,66,57.39802872979355,3,1,9,un_an,0,1,0,0
33,41,50.57167300508227,1,4,7,mensuel,1,0,0,0
21,24,62.04386992905765,2,2,1,deux_ans,0,0,1,0
69,35,87.25740281536994,1,2,8,mensuel,1,0,0,0
54,56,69.76961622727862,3,4,3,un_an,0,1,0,0
71,30,48.21359196441082,2,1,4,mensuel,1,0,0,0
38,57,92.08882145568552,5,2,5,un_an,0,1,0,1
31,47,36.422855269116184,4,2,1,mensuel,1,0,0,0
48,35,69.437670175442,5,3,6,mensuel,1,0,0,0
72,19,34.198280499765914,5,0,10,mensuel,1,0,0,0
65,8,70.04635811461078,4,1,6,mensuel,1,0,0,0
35,26,58.62745192214805,4,1,2,mensuel,1,0,0,0
24,71,86.64475823052736,4,2,10,mensuel,1,0,0,1
27,30,79.4137894238846,2,0,6,mensuel,1,0,0,0
24,7,53.257213360166745,1,2,8,un_an,0,1,0,0
50,67,49.42120718367518,1,2,6,mensuel,1,0,0,0
40,65,58.69806533935781,4,1,4,un_an,0,1,0,0
38,36,102.51142920068679,5,2,4,mensuel,1,0,0,1
36,25,97.38136962216161,3,2,9,deux_ans,0,0,1,0
65,37,45.634636292626986,4,1,6,deux_ans,0,0,1,0
36,1,81.00450676002697,5,2,8,mensuel,1,0,0,0
53,15,30.371371422054686,5,1,8,un_an,0,1,0,0
46,37,56.0531507788527,2,2,7,mensuel,1,0,0,0
35,13,46.44871294275083,2,0,3,deux_ans,0,0,1,1
19,8,86.38558915144883,1,0,10,mensuel,1,0,0,0
18,5,39.185649604231756,1,0,1,mensuel,1,0,0,0
64,60,73.58700470844944,3,0,5,mensuel,1,0,0,0
22,1,65.01420243131928,3,1,10,mensuel,1,0,0,0
37,36,61.49102340540979,3,3,10,mensuel,1,0,0,0
28,35,98.43165901488796,3,1,2,un_an,0,1,0,0
59,66,100.19394384668622,5,2,10,mensuel,1,0,0,0
19,63,62.11214363094057,5,0,2,mensuel,1,0,0,0
20,23,58.08167398800012,1,1,7,mensuel,1,0,0,1
40,9,34.86253362393666,2,2,3,mensuel,1,0,0,0
72,34,64.9148202552158,2,0,8,mensuel,1,0,0,0
29,46,104.06606511491981,4,2,9,un_an,0,1,0,0
37,4,62.425293209441534,5,2,8,mensuel,1,0,0,0
22,30,79.5751856628756,3,0,6,un_an,0,1,0,0
54,3,37.050053521614714,3,1,5,mensuel,1,0,0,0
55,14,56.30450140532797,4,2,3,mensuel,1,0,0,1
47,60,74.24930611605302,2,3,3,un_an,0,1,0,0
26,45,67.11724796096105,3,2,7,mensuel,1,0,0,0
51,34,81.49334668821123,2,1,5,mensuel,1,0,0,0
70,45,52.94656230882673,4,0,6,un_an,0,1,0,0
61,61,30.000229023526693,2,0,6,mensuel,1,0,0,0
52,16,87.4418046064454,2,2,9,mensuel,1,0,0,0
69,66,46.27701421458183,2,1,1,un_an,0,1,0,0
39,40,75.13208055003967,3,1,8,un_an,0,1,0,0
61,17,74.0171373297683,1,1,10,mensuel,1,0,0,1
41,34,31.724936099360164,5,1,5,mensuel,1,0,0,0
34,16,85.98250834480051,2,1,6,mensuel,1,0,0,0
27,60,53.66865610942062,2,0,6,mensuel,1,0,0,0
47,66,66.10109243973923,2,3,1,un_an,0,1,0,0
73,66,57.83634872068887,1,2,3,deux_ans,0,0,1,0
63,13,97.45183004465818,4,2,6,deux_ans,0,0,1,0
40,56,91.86980416368125,3,1,9,mensuel,1,0,0,0
49,31,28.75330832458556,1,0,6,mensuel,1,0,0,1
34,34,110.17654243816378,2,2,6,un_an,0,1,0,0
67,39,51.43386534969608,1,2,1,mensuel,1,0,0,0
68,67,107.04873353963677,1,2,9,un_an,0,1,0,0
34,8,59.87580855720031,1,3,4,un_an,0,1,0,0
31,55,58.1816658781613,4,3,2,deux_ans,0,0,1,0
26,27,60.05344533844355,5,1,1,mensuel,1,0,0,0
57,53,56.9842071004102,3,0,3,mensuel,1,0,0,0
19,39,115.48793075646444,4,0,3,un_an,0,1,0,0
62,65,63.472736013587316,4,4,5,un_an,0,1,0,1
42,17,58.95407134922621,5,2,1,deux_ans,0,0,1,1
56,30,66.54021514985888,4,2,7,mensuel,1,0,0,1
26,53,45.6532960615059,1,2,1,un_an,0,1,0,0
71,13,96.94241068580502,1,1,4,un_an,0,1,0,0
39,21,35.578383286137374,2,0,6,mensuel,1,0,0,0
60,19,52.7198278585719,4,4,1,mensuel,1,0,0,0
63,53,83.73320619693584,2,3,7,un_an,0,1,0,0
21,19,65.84704261534864,3,4,10,mensuel,1,0,0,0
43,57,75.98430365000092,1,2,7,mensuel,1,0,0,0
46,25,95.66328233370861,3,2,3,un_an,0,1,0,0
62,31,85.0760309666496,5,1,4,mensuel,1,0,0,0
51,55,67.74952690282291,1,2,6,deux_ans,0,0,1,0
40,23,106.78685299703596,3,1,7,mensuel,1,0,0,0
54,32,52.43327702407534,5,4,4,mensuel,1,0,0,1
28,62,62.99380718014894,3,2,10,deux_ans,0,0,1,0
23,10,64.39119336994467,5,4,9,deux_ans,0,0,1,1
35,54,62.95156467966041,5,1,9,mensuel,1,0,0,0
38,52,43.615786860776794,1,1,9,un_an,0,1,0,0
59,20,33.327003496790034,2,0,10,mensuel,1,0,0,0
53,32,73.34403148758388,5,0,6,mensuel,1,0,0,0
58,14,52.33052428898686,5,0,2,mensuel,1,0,0,1
55,50,103.1561757796256,1,3,2,mensuel,1,0,0,0
51,28,63.54915353529521,2,2,4,un_an,0,1,0,0
34,53,59.970214850170194,4,2,9,un_an,0,1,0,0
54,24,86.88679572805309,4,2,3,deux_ans,0,0,1,0
42,22,73.04385274895444,2,0,6,un_an,0,1,0,0
55,30,61.489651444259025,3,0,2,mensuel,1,0,0,1
29,63,52.18536504471113,1,1,1,un_an,0,1,0,0
40,4,130.0,2,1,5,deux_ans,0,0,1,1
70,59,72.23571524523477,4,2,8,un_an,0,1,0,0
59,8,86.68859154768792,5,1,10,un_an,0,1,0,0
39,12,44.54108959533009,4,1,10,deux_ans,0,0,1,0
38,31,53.4402922715265,5,0,2,mensuel,1,0,0,0
44,34,107.24691776580576,1,3,10,un_an,0,1,0,0
74,49,92.9386187871127,5,2,9,deux_ans,0,0,1,0
48,57,74.15244207466566,2,3,8,deux_ans,0,0,1,0
23,26,57.36858216405953,5,2,3,mensuel,1,0,0,0
44,18,60.31928456086848,3,1,1,mensuel,1,0,0,0
57,38,51.47778529487742,2,1,4,un_an,0,1,0,0
51,50,41.86301339722718,1,3,8,mensuel,1,0,0,0
29,8,83.47688368522029,2,3,3,un_an,0,1,0,0
62,41,75.77662445584117,3,0,10,mensuel,1,0,0,0
74,6,79.72157632684547,1,2,2,mensuel,1,0,0,1
70,69,58.262040240754715,4,2,7,mensuel,1,0,0,0
24,44,70.11277950266327,3,0,4,mensuel,1,0,0,0
27,64,56.35912470051731,1,2,6,mensuel,1,0,0,0
62,29,50.453838744593874,5,3,5,mensuel,1,0,0,0
34,28,98.34124872284352,2,1,2,mensuel,1,0,0,0
43,11,67.43014593681485,1,2,10,mensuel,1,0,0,0
38,65,75.1490867657308,2,3,2,mensuel,1,0,0,0
45,19,81.71508027715002,5,2,9,mensuel,1,0,0,1
63,9,67.68081772466049,1,1,10,un_an,0,1,0,1
19,27,69.81265488050309,4,1,2,un_an,0,1,0,0
71,34,43.267496460925855,3,2,8,mensuel,1,0,0,0
60,44,47.07769943126829,1,3,8,mensuel,1,0,0,0
18,68,46.04370489743107,5,1,1,un_an,0,1,0,0
68,15,77.1091683364107,1,2,1,mensuel,1,0,0,1
70,51,66.4178130564413,2,2,4,deux_ans,0,0,1,0
53,13,47.07936872468824,1,2,2,un_an,0,1,0,0
68,49,76.60197683270414,4,3,1,mensuel,1,0,0,0
43,70,75.86912921908213,1,2,9,mensuel,1,0,0,0
46,56,51.10068017401271,3,2,3,mensuel,1,0,0,0
38,51,64.44344910741452,1,1,1,mensuel,1,0,0,0
28,37,75.94283350120953,2,0,2,mensuel,1,0,0,1
57,17,47.83289291761153,1,0,8,mensuel,1,0,0,0
28,58,76.32453529791901,4,1,5,un_an,0,1,0,0
53,29,71.02047208327123,5,5,7,mensuel,1,0,0,0
66,33,45.016005889979475,1,3,6,mensuel,1,0,0,1
56,60,69.39593469996204,1,4,1,un_an,0,1,0,0
57,55,72.31297173311809,3,1,6,mensuel,1,0,0,0
52,10,52.47997747722402,4,1,7,mensuel,1,0,0,0
71,47,54.05432700267582,5,2,4,mensuel,1,0,0,0
51,23,44.8316013813762,2,0,8,un_an,0,1,0,0
72,21,56.02002061752212,1,1,8,deux_ans,0,0,1,0
64,13,64.75835979125705,5,1,7,mensuel,1,0,0,0
41,33,54.10955682611359,2,1,2,mensuel,1,0,0,0
71,24,35.302242035122255,4,1,6,mensuel,1,0,0,0
39,11,51.22823950726746,4,2,6,mensuel,1,0,0,0
22,17,56.654157863759956,5,3,7,mensuel,1,0,0,0
73,68,81.33677419264504,2,0,6,un_an,0,1,0,0
50,47,76.89529829553861,4,1,2,deux_ans,0,0,1,1
53,25,81.72442157750004,5,2,8,mensuel,1,0,0,1
64,21,50.21962206002064,4,1,4,mensuel,1,0,0,0
37,12,67.83101558158687,4,2,9,un_an,0,1,0,0
36,37,20.0,4,1,8,mensuel,1,0,0,0
52,42,73.57840796361977,3,3,3,mensuel,1,0,0,0
69,17,77.21795347801594,2,3,3,mensuel,1,0,0,0
60,48,57.96749664278152,5,2,8,mensuel,1,0,0,0
34,28,70.90859623443563,5,0,2,mensuel,1,0,0,0
62,41,34.701514492598946,2,1,9,un_an,0,1,0,0
60,47,48.97866019200352,2,3,4,un_an,0,1,0,0
51,18,80.30898476864552,2,1,6,mensuel,1,0,0,0
26,71,75.22506557079149,2,1,3,mensuel,1,0,0,0
43,13,56.762909779104646,1,1,3,deux_ans,0,0,1,0
19,13,81.22724634809421,5,2,3,mensuel,1,0,0,0
70,31,67.76596233599822,1,2,10,deux_ans,0,0,1,0
26,2,54.91558072155681,4,3,2,mensuel,1,0,0,0
26,16,61.34345378793412,4,1,8,mensuel,1,0,0,1
57,9,55.89164617376929,5,2,9,mensuel,1,0,0,0
34,38,41.32448098362944,4,1,8,deux_ans,0,0,1,0
18,54,90.13371611804203,2,2,10,mensuel,1,0,0,0
42,56,53.63951133414818,1,2,3,mensuel,1,0,0,0
60,45,48.352785714061774,2,2,7,mensuel,1,0,0,1
57,34,34.41303358973282,4,0,10,deux_ans,0,0,1,0
59,9,20.0,1,1,2,deux_ans,0,0,1,0
42,8,79.02993736237974,2,0,4,deux_ans,0,0,1,1
56,7,80.87217374072424,5,1,6,deux_ans,0,0,1,0
52,36,88.86077169189417,2,3,5,mensuel,1,0,0,0
20,18,62.01921367659636,4,2,9,mensuel,1,0,0,0
67,3,58.560149454128094,1,1,10,mensuel,1,0,0,0
54,28,54.84553773393718,5,2,4,mensuel,1,0,0,0
61,70,56.668847403235944,1,2,5,un_an,0,1,0,0
61,44,87.39580701480375,5,2,4,deux_ans,0,0,1,0
68,21,64.46969502542083,1,0,8,mensuel,1,0,0,0
47,28,72.56141592002805,4,1,8,un_an,0,1,0,0
55,54,56.15986336079193,5,1,3,deux_ans,0,0,1,1
51,54,91.41695812441415,3,1,1,mensuel,1,0,0,1
29,65,26.905222411305218,1,1,6,mensuel,1,0,0,0
36,21,40.58951650563908,1,0,2,mensuel,1,0,0,0
54,13,72.59421048469116,2,0,2,mensuel,1,0,0,0
61,57,100.01221502461871,5,1,3,un_an,0,1,0,0
66,49,60.49799600482459,3,1,8,mensuel,1,0,0,0
34,54,48.152583885453126,4,0,3,mensuel,1,0,0,0
27,10,85.01325410316687,2,3,7,deux_ans,0,0,1,0
74,53,71.473968840298,3,2,10,mensuel,1,0,0,0
72,44,90.80427623988489,5,2,10,mensuel,1,0,0,0
66,47,39.192978305113165,3,1,9,deux_ans,0,0,1,0
64,53,89.23336972021852,1,0,8,mensuel,1,0,0,0
29,46,34.030850864634566,1,2,1,mensuel,1,0,0,0
33,13,59.236557076902656,2,0,7,un_an,0,1,0,0
41,37,73.25565505647853,5,1,7,mensuel,1,0,0,0
36,24,68.72026756398188,5,1,8,un_an,0,1,0,0
25,2,86.21184671964734,3,2,10,mensuel,1,0,0,0
48,14,28.46679965981553,2,1,5,mensuel,1,0,0,0
38,10,67.82014959398073,5,0,10,mensuel,1,0,0,0
34,35,88.99284065567895,1,2,9,mensuel,1,0,0,0
40,25,66.18588454144194,3,0,9,un_an,0,1,0,0
54,3,42.15320640466595,4,2,8,un_an,0,1,0,0
71,17,85.15014789653306,1,2,6,deux_ans,0,0,1,0
33,12,52.03379459712609,2,0,6,un_an,0,1,0,0
23,54,48.51353975874243,5,2,1,mensuel,1,0,0,1
25,24,45.997284942329856,1,1,6,un_an,0,1,0,1
42,29,61.02629774102075,4,1,4,un_an,0,1,0,0
35,43,68.66120440745742,4,0,4,un_an,0,1,0,0
42,25,39.61799890593841,2,4,2,un_an,0,1,0,0
29,60,43.72708246540112,1,2,4,un_an,0,1,0,0
32,65,51.11034248275564,3,3,5,mensuel,1,0,0,0
43,28,45.90022704226719,1,2,5,un_an,0,1,0,0
58,16,65.7351645309886,4,3,5,mensuel,1,0,0,0
62,47,72.22443192801761,2,2,4,mensuel,1,0,0,0
43,58,69.47747620533185,2,0,1,un_an,0,1,0,0
64,27,69.50663777495605,3,2,10,mensuel,1,0,0,0
49,53,98.41983430577221,2,1,8,mensuel,1,0,0,0
27,42,73.4736719925431,2,1,3,mensuel,1,0,0,0
33,59,80.67928495778494,2,3,2,un_an,0,1,0,0
24,47,56.707685004460544,2,0,9,mensuel,1,0,0,0
34,34,83.88012285322982,2,3,7,un_an,0,1,0,0
40,37,55.75294952413356,4,2,9,mensuel,1,0,0,0
43,6,73.2289665517718,1,1,2,mensuel,1,0,0,1
38,7,37.57266263635235,5,2,9,mensuel,1,0,0,0
39,25,68.32468263976243,2,2,10,un_an,0,1,0,0
24,33,45.49239529661325,5,2,9,mensuel,1,0,0,1
31,55,83.72071308967816,5,0,9,deux_ans,0,0,1,0
32,58,82.51752923997569,4,1,10,deux_ans,0,0,1,0
70,7,55.667452248818144,2,0,10,un_an,0,1,0,0
24,57,105.9914985724908,5,1,4,deux_ans,0,0,1,0
26,12,59.2824340761305,2,3,10,mensuel,1,0,0,0
68,16,32.759621986549455,3,1,3,mensuel,1,0,0,1
65,43,49.417640592746395,3,3,6,un_an,0,1,0,0
25,7,44.117179552842984,3,0,3,un_an,0,1,0,1
67,51,72.59204203572509,5,1,9,deux_ans,0,0,1,0
40,32,40.292739466550955,3,1,3,un_an,0,1,0,0
46,8,54.21571968387509,4,4,2,deux_ans,0,0,1,1
35,45,71.2910434107354,4,4,8,mensuel,1,0,0,0
48,59,67.77291789423606,5,1,6,un_an,0,1,0,0
